99,Lux,"Talon, Fizz, Katarina","Karthus, Ryze, Malzahar","Bottom, Mid","Mage, Support",Lux is very vulnerable once she misses her Light binding.,"Lux's strength as a mage derives from her respectable amount of utility from her Light Binding, Prismatic Barrier, and Lucent Singularity along with her high scaling ratios and damage potential, particularly from her Illumination procs and well known Final Spark. However, she lacks mobility and is vulnerable at close range."
101,Xerath,"Ahri, Fizz, LeBlanc","Ryze, Heimerdinger, Azir",Mid,Mage,Champions that have great gap closing abilities are strong against the long range Xerath.,Xerath has amazing range and is excellent for both strong harass and farm.
102,Shyvana,"Olaf, Teemo, Trundle","Renekton, Amumu, Nautilus","Top, Jungle",Fighter,"Avoid clustering when team fighting against a Shyvana, as Shyvana's abilities become AOE in her ultimate dragon form.","Shyvana's strength comes from her innate durability from Dragonborn and her high mixed damage output, AoE, and utility from Burnout and Dragon's Descent, along with her ability to duel effectively with Flame Breath and Twin Bite. However, she lacks hard CC and is prone to being kited."
103,Ahri,"LeBlanc, Annie, Talon","Xerath, Orianna, Karthus",Mid,Mage,Stay behind minions to prevent yourself from getting charmed.,"Orb of Deception is almost always a first pick on Ahri, as its low cooldown makes it almost an extension of her basic attack."
104,Graves,"Caitlyn, Sivir, Miss Fortune","Ezreal, Varus, Vayne",Bottom,Marksman,"Has low auto attack range, so picking close range AP carries such as Ryze will pressure Graves to not sit in auto attack range durning teamfights.","Try to keep your True Grit stacks up by attacking minions, for free damage mitigation."
105,Fizz,"Ryze, Mordekaiser, Diana","Twisted Fate, Anivia, Syndra","Mid, Jungle","Assassin, Fighter","Buying a Quicksilver Sash and using it will drop the fish from his ultimate, allowing you to avoid the shark.",Remember that Playful can hop over walls making it a good escape mechanism.
106,Volibear,"Teemo, Renekton, Darius","Olaf, Riven, Jax","Jungle, Top","Tank, Fighter",Taking Ignite will cut down Volibear's healing in half.,"Chosen of the Storm is a great way of baiting enemies to overcommit in a fight to kill you. It heals a lot in a fairly short amount of time. However, note that it is less effective against burst damage."
107,Rengar,"Jax, Fiora, Pantheon","Kha'Zix, Yorick, Nasus","Top, Jungle","Fighter, Assassin","Avoid dueling a Rengar when his resource bar is near full, as his skills will become empowered.",Unseen Predator allows you to gank unexpectedly. Use Thrill of the Hunt in order to not be seen across the map as you move towards your gank or save it for chasing if you think the target can escape with Flashand/or stealth or dash ability.
110,Varus,"Graves, Lucian, Tristana","Draven, Caitlyn, Jinx","Bottom, Mid",Marksman,Varus does not have any escape abiltiies. Try to focus him in teamfights.,Using Flash while channeling Piercing Arrow will not interrupt the spell. You can use this to finish off escaping enemies.
111,Nautilus,"Shyvana, Yorick, Udyr","Katarina, Evelynn, Blitzcrank","Top, Bottom","Tank, Support","Nautilus loses his AOE cleave on his auto attacks if you pop his shield, so try to take it down as soon as possible.","If Dredge Line deals the killing blow, it will drag Nautilus to where the target was upon death, as if the skill had hit terrain."
112,Viktor,"Syndra, LeBlanc, Fizz","Swain, Katarina, Rumble",Mid,Mage,"Be careful about chasing a Viktor, because his Gravity field makes it difficult to chase him.","Even by their stat bonuses alone, the Hex Core and its upgrades make for a formidable mage item. They grant Viktor substantial ability power and mana."
113,Sejuani,"Xin Zhao, Lee Sin, Evelynn","Hecarim, Katarina, Darius","Jungle, Top","Tank, Fighter","Knock-back abilities are strong against her, as they will prevent her from initiating fights.","Arctic Assault can be cast through walls, making this ability a great escape and chasing mechanism."
114,Fiora,"Jax, Pantheon, Malphite","Yasuo, Gangplank, Aatrox",Top,Fighter,"Punish her when her Lunge is on cooldown, which is her main mobility skill.","Duelist's regeneration effect stacks up against champions, so don't be afraid to engage in small skirmishes."
115,Ziggs,"LeBlanc, Yasuo, Talon","Ryze, Azir, Heimerdinger",Mid,Mage,"Try to avoid being in the center of Ziggs' ultimate, as it deals more damage in the center.",The increased damage from Short Fuse can be used to better last hit minions or harass an enemy champion.
117,Lulu,"Soraka, Sona, Syndra","Thresh, Katarina, Leona","Bottom, Mid, Top","Mage, Support","Lulu does not have any health sustaining abilities, so try to poke her down in lane.","Lulu is perhaps one of the most versatile champions in the game. Her kit and stats allow her to be played with a multitude of builds, with the most common ones being utility support and ability power carry."
119,Draven,"Varus, Caitlyn, Blitzcrank","Ezreal, Vayne, Jinx",Bottom,Marksman,"Punish Draven for moving to catch axes with a skillshot harass, or CC from a support.","Above all, it is important to remember that while mastering use and catching of Spinning Axe in conjunction with Blood Rush is key to maximizing Draven's damage output, he will still deal carry damage without these skills available. Positioning is the most important goal for any Draven player."
120,Hecarim,"Nasus, Sejuani, Aatrox","Kha'Zix, Ahri, Pantheon","Top, Jungle",Fighter,Avoid being clumped so he won't be able to use his ultimate to fear multiple people.,"Hecarim is a champion with strong defensive stats, good base damage, and average AD ratios, which means he doesn't benefit very much from items that provide raw AD. Because of this, he is most of time played as an off-tank, with armor penetration and Spellblade items as his offensive options."
121,Kha'Zix,"Lee Sin, Rengar, Jayce","Kassadin, Ashe, Yasuo",Jungle,Assassin,"Try not to get yourself isolated, as he deals increased damage to isolated targets.","Kha'Zix is as an AD caster; as such, it is recommended to invest on attack damage, armor penetration, and cooldown reduction, over stats such as attack speed and lifesteal, which doesn't benefit Kha'Zix as much as other champions."
122,Darius,"Teemo, Jayce, Yorick","Wukong, Riven, Nasus",Top,Fighter,"Once his Apprehend is on cooldown, he is incredibly easy to kite.","Crippling Strike resets your autoattack timer, so use it right after a basic attack to add some extra damage. This can be used for pushing towers."
126,Jayce,"Yorick, Irelia, Wukong","Darius, Jax, Teemo","Top, Bottom, Mid","Fighter, Marksman",Keep your distance behind minions to avoid being hit by his long range poke.,"Jayce has a great variety of abilities at his disposal. Judicious use of different combinations grants him excellent flexibility, able to adjust for most situations."
127,Lissandra,"Kassadin, Brand, Anivia","Katarina, Fizz, Zed","Mid, Top",Mage,Try not to stay behind minions to avoid taking splash damage from her Ice Shard harassments.,Iceborn's cooldown will be 17 seconds instead of 18 if the you hit an enemy with Ice Shard.
131,Diana,"Mordekaiser, Riven, Irelia","Katarina, Fizz, Ahri","Top, Mid, Jungle","Assassin, Mage",Dodging her Crescent Strike will lower her damage output significantly after level 6.,"Landing Crescent Strike is important, but don't be afraid to miss. The cooldown is short and the mana cost is low."
133,Quinn,"Caitlyn,Varus, Miss Fortune","Vayne, Jinx, Draven",Top,"Marksman, Assassin","Try to stay away from her when you're marked with Harrier, as she will do additional damage to you.",Enemies marked by Harrier are visible in the brush until you trigger the passive or it expires.
134,Syndra,"Fizz, Talon, Lux","Heimerdinger, Orianna, LeBlanc","Mid, Bottom","Mage, Support",Syndra is vulnerable after she uses her Scatter the Weak. Try to play aggressive while it's down.,"For a basic combo,launch a sphere,wait for the next sphere,grab and get close,throw it,launch other sphere right in the enemie's spot and then use Scatter the Weak.If it is right,you can get a fast burst combo,enough to kill a squishy without your ultimate."
143,Zyra,"Katarina, Fizz, Akali","Mordekaiser, Braum, Thresh","Bottom, Mid","Support, Mage",Zyra's seeds can be crushed by stepping on them.,Zyra's main combo is Grasping Roots > Rampant Growth if you see the roots about to land > Rampant Growth > Deadly Bloom.
150,Gnar,"Riven, Irelia, Pantheon","Jax, Nasus, Garen",Top,Fighter,"ALWAYS keep an eye on his rage bar. If you aren't careful, he can hop on a minion and transform on you dealing massive burst damage. However, going in on him when his rage bar is nearly empty can be devastating to him (best time to gank him).",Boomerang Throw can be buy time to Hop over a wall thanks to its AOE slow. It can be thrown in front of you instead of directly at enemies in order to prevent the boomerang from reversing direction too quickly.
154,Zac,"Vi, Zilean, Renekton","Malphite, Jax, Katarina","Top, Jungle","Tank, Fighter","Zac's goos can be crushed by stepping on them, denying him health regeneration.","Although all of Zac's abilities cost 4% of his current health, the cost is always compensated by picking up the blobs from Cell Division."
157,Yasuo,"Jax, Riven, Fiora","Vel'Koz, Nidalee, Lux","Mid, Top","Assassin, Fighter","Yasuo's shield from Resolve lasts only 2 seconds. Dealing damage to him will trigger it. Wait it out, then engage.","Intent doubles your total Critical Strike chance, giving Yasuo an advantage during the late game."
161,Vel'Koz,"Yasuo, LeBlanc, Fizz","Heimerdinger, Teemo, Ryze",Mid,Mage,Vel'Koz has a kit consisting of 4 skillshots making him very vulnerable to champions with dashes.,"Plasma Fission has decent base damage, a low mana cost, and short cooldown, making it his main poke/harass tool."
201,Braum,"Morgana, Zyra, Lulu","Caitlyn, Blitzcrank, Miss Fortune",Bottom,"Tank, Support","Braum must land Winter's Bite or a basic attack to start Concussive Blows. If you get marked, exit combat range before getting hit 3 more times to avoid the stun.","Braum's abilities work best with allies, and as such, he should often be in a duo lane."
222,Jinx,"Ezreal, Corki, Sivir","Caitlyn, Twitch, Ashe",Bottom,Marksman,"Her base auto attack range is low in minigun stance, which makes her easier to harass.","Jinx's strength as a marksman comes from her high scaling damage and ratios, ability to kite well with Flame Chompers! and Zap!, being able to finish off enemies with Super Mega Death Rocket!, and ability to continue the carnage (or disengage promptly) with Get Excited!."
236,Lucian,"Vayne, Draven, Ezreal","Varus, Jinx, Caitlyn",Bottom,Marksman,"His ult can be used while he's moving, so watch out as he may try to kite you.","Autoattacking between your skills, proccing Lightslinger, is an efficient way to boost your damage and also reduce the cooldown of Relentless Pursuit."
238,Zed,"Kayle, Lissandra, Irelia","Kassadin, Lux, Teemo",Mid,Assassin,Quicksilver Sash will take off Zed's ultimate immediately.,Saving energy and spell cooldowns until you use your ultimate will potentially maximize Death Mark'sdamage.
254,Vi,"Jax, Riven, Darius","Zac, Katarina, Jarvan IV",Jungle,"Tank, Fighter","Vi's Vault Break can be interrupted while charging, so try to save a disable",A fully-charged Vault Breaker will deal twice as much damage as an uncharged one. It's great for catching and finishing off fleeing enemies.
266,Aatrox,"Jax, Riven, Teemo","Darius, Yasuo, Zed","Top, Jungle",Fighter,Killing him when his resource bar is low will make him revive with much lower health.,"Massacre greatly increases his range, opening possibilities to hit enemies from afar."
267,Nami,"Lulu, Ezreal, Leona","Draven, Thresh, Taric",Bottom,Support,"Nami's ultimate is very long, but it travels slowly. Try your best to get out of the way of the waves.","Nami has very high potential in ganking. Her passive Surging Tides gives bonus movement speed for 1.5 seconds, which is enough for a teammate to catch up to an opposing enemy."
268,Azir,"Ziggs, Zed, Ahri","Yasuo, Katarina, Nasus",Mid,Mage,"Azirs are forced to start with their W first. At level 1, their soldiers are very immobile, and so is Azir. At level 2, he'll probably take his Q. He shouldn't have escapes until level 3. Get an early gank to try to snowball lane.","Azir's Conquering Sands will move his soldiers relative to when the soldiers were placed. The soldier placed first will move to the location of Azir's cursor at the time conquering sands was cast. The second soldier placed will move to the right of Azir's cursor, and the last soldier placed will move to the right of where Azir's cursor was. Their movements do not depend on how close they are to the target."
412,Thresh,"Lulu, Alistar, Morgana","Blitzcrank, Draven, Leona",Bottom,Support,disable (silence/stun/knock-up) or standing on the lantern will prevent the enemy from clicking on the lantern.,"While Damnation allows Thresh to continually gain power, he starts off weak. Be cautious early game."
421,Rek'Sai,"Fizz, Gangplank, Darius","Evelynn, Rengar, Shaco","Jungle, Top","Fighter, Tank","Destroy any of her tunnels you find; this will give her less map presence, as well as anyone with teleport.","As Rek'Sai is most effective in the jungle, picking the right jungle item enchantment is one of your most important decisions."
429,Kalista,"Ashe, Caitlyn, Vayne","Ezreal, Thresh, Jinx",Bottom,Marksman,lane bullies are extremely effective against the squishy Kalista.Caitlyn is best casue she out ranges her and can poke her down from afar. Kalista has unlimited wards with her W so junglers should focus other lanes to gank.,Attack speed and Martial Poise will make it possible to Kalista to move faster while attack-dashing than when just running
432,Bard,"Morgana, Teemo, Blitzcrank","Urgot, Yorick, Fiddlesticks",Bottom,Support,"Dont stay in group of minions ,so he can't stun you.",Cosmic Binding can stun an enemy champion hiding behind a minion.
